id,text,polarity
287,the keyword to remember is that this is an amazon fireas ininch hd this means that the table is exclusive to amazon and integrates perfectly with amazon and amazon kindle as in amazon ebook reader this was an upgrade for me from the original fireand im pleased with the size and hardware specs given that my expectations was to have an amazon fire hdinch tablet that in integrated with amazon and kindle reader much better for me to read in bed as it is lighter in weight and i can hold in one hand comfortably since the background of the reader can be adjusted for low light conditions as well as changing font and font size its perfect ebooks purchased through amazon are not only stored on the device but are also available through device management under the account although i have never ran out of storage space for my ebooks i know i can remove any book ive read and download another if i want to reread a book i simply redownload it to my fire the web browser is smooth and responsive the touch is not as responsive as i had hoped for in a new version of amazons software but it is better than the original fire i am hoping the touch screen can be updated through an update in the near future for those of you with the expectation of a more expensive full functioning tablet you will need to drop abouttimes more money than the very reasonably price amazon fire hdat the price point ofbucks for those of you with the expectations for a very capable ebook reader with the ability to easily and conveniently shop at amazon check email surf the web play a couple of games this is a perfect solution the size also make it small enought for a purse or backpack withoutweight becoming an issue,positive
288,octim dropping my review fromstars tostars for three reasons charge time is very long even with aamp charger it takestohours for a charge then the battery time is not that great either the interface is just not as friendly as ios or android amazon makes this interface oriented toward their media rather than general tablet use weve run into several situations where there apps we desire to load on this tablet but they are not available nor is there any equivalent available too limitedwe find that when we want to look something up on the internet such as weather or news we grab our smart phones rather than the fire tabletat this point i dont recommend the fire hdtablet perhaps the most attractive thing about it is the low price but eventually you forget the cost and are left with the limited feature setoriginal reviewwe are not a tablet family at least not a standard type of tablet such as an ipad or samsung galaxy tab we tend to use either our smartphone or laptop and dont find an inbetween size device without a physical keyboard very interesting however the fire was attractive for one reasonwe can use the overdrive app to download free books from the local library overdrive isnt available on any tablets other than firenow that we have it it will get some use both as a book reader and for general purpose media consumption if it werent for the overdrive requirement we either wouldnt have a tablet or we would buy an android based tablet which would be more flexibleas it is thistablet is decent for the pricepros very sharp screen with good resolution snappy response lightweight small enough to hold it comfortably in one hand access to lots of free media when combined with a prime account the speaker isnt good but better than i thought based on other user commentscons crappy cameras but we dont care as we doubt we would use that feature much if at all user interface unique to amazon one more thing to learn lack of some apps that are available for ios or android no microsd card slot or gpsbut i knew this going in,neutral
289,i really like this tablet i have several tablets nexusregular ipad ipad mini and they are too big to hold while reading books this one is perfect it is the th generation one fromso please take the time to install all the updates i am mad i did not find out about this thing sooner it is the perfect size to put in my purse which is what i wanted if you are looking for a great reader tablet this is the one to get i am a prime member and the music is awesome i can add songs to my library and download them to my fire it also has the lyrics very happy with my purchase,positive
290,i originally bought this for my brother he has an upper extremity physical disability and didnt get used to it so he gave it back to me right about the time when my old nd generation kindle fire died after nearlyyears of good service im sorry but this is not nearly as good and its mostly about the touchscreen responsiveness my old fire was as good as an ipad whereas this one is not as fast and sensitive i would return it if i used it for serious stuff but my needs areentertainmentbooks magazines video and musicso its adequate i wouldnt buy it again,neutral
291,i have to be honest and say i was very skeptical when i purchased this fire hdeverything i was worried about is a distant memory in my view this tablet is so much more than you would think atablet would be so much more indeed the size is also just perfect for what i need i can keep it in my pants pocket i can keep it in my back pants pocket i can also keep it in my vest pocket i recomend this or any amazon product because they are solid sturdy products that amazon stands behind almost to the point that it seems like it would embarrass them if they sold a defective product i know that sounds silly but thats the impression i get,neutral
292,i got this today and im super unhappy with it i did not want the ads you get its slow and does not work very well this is nothing more then a joke in a box if i could give itstars i would what a waste ofbucks with shipping and tax you can only use amazons apps and if you try and install any other app it gives you a screen to buy coins etci will never again buy this or any thing like it from amazon,neutral
293,as an owner of thefire hd i was pretty impressed with the smallerfire i loved the more compact size the two cameras and the screen graphics are vivid and crisp the browser is a lot better and most of the specs on the new fire were better in general than thefire except for the sound i was very very disappointed that the sound coming out of the speaker was so awful my galaxyhas a much better speaker and the volume comes up much louder than thefire i compared it to my old fire and the old fire sounds like a boom box compared to the new one i will only be able to listen to it with headphones on since you can barely hear any quality sound if not for this issuei would have given itstars,positive
294,i absolutely love my fire tablet at first i was daunted by how small the tablet is compared to apple tablets or other kindle fires but the small size makes it easy to carry around with me everywhere i mainly use my tablet for my kindle books so to me the best feature by far is the blue shade button which converts the screen lighting during dark hours this reduces the amount of headaches i used to get from staring at the bright white screen,neutral
295,i have to say i like the form factor of the kindle voyage better thin light weight more square than rectangular but the fire tablet while heavier and thicker has many software and user experience advantages such as the ability to consume all media types including streaming video the kindle reader app lets you change the page color offers more font options and pagination features ive used many kindles and android tablets but i find that i read longer and am more engaged with the voyage because of the light weight,positive
296,a big step up from my original kindle with its hd screen and bright colorsfor the first time ever i can actually see figures maps charts whatever the book throws at methis does come at a pricea more quickly discharging battery but i intend to use it only for reading so i can manage the battery lifevery easy to set up and easy to share accounts with a family member with a different kindleabsolutely no complaints,positive
297,the fire hd exceeded my expectationsim really happy with the camera that theyve added to this onethe video quality is greati feel the sound couldve been a little bit better didnt seem to have the quality that my original one hadi wouldve given it five stars except for the fact that eight gigs is just not enough to hold everything that i want to doi always seem to be running out of space and i have no extra space for videos that id like to savethe microphone on the keyboard is an added advantage to me as i dont like to type on the screenthis size fits more easily into my pursei think its just a wonderful little device,positive
298,i was unsure of this when i ordered itbut now that i have it and i have used it i love it i solely use it for reading books its perfect and literally the size of a paperback book i highly suggest it for bookworms such as myself if you do wonder if you can use this for games and such yes it has a quiet time feature that you turn on to keep apps and such from interrupting you its very useful,positive
299,i really like my new fire hdwe are apple people just because thats what my husband was given by his employersbut since our kids had taken over my ipad i thought for the price why not try itpleasantly surprisedits nicer to read on than my phone and games are easier to seethat said theis small but for what i wanted it fits the billthe display is amazingthe biggest drawback is that it works very different from our apple products so its probably going to be too hard for my disabled son to transition from an ipad to a firebut as a positive this makes this fire all mine,neutral
300,i bought this with the intention of using it mainly for reading comics and graphic novels and im very disappointed in the quality of kindles panel viewit should make each panel cover most of the screen and instead it barley enlarges each panel or even worse sometimes it enlarges half or full page at a time making it impossible or incredibly hard to readthe overall experience of panel view is horrible you miss all of the details in the art and trying to navigate the panels is slow glitchyi know there is comixology but the dont carry dark horse which isof what i read plus the app for the kindle has gotten horrible reviews and their prices are the same or higher than if you just bought the real thingso basically its a very regrettable purchasei should have returned it right away,negative
301,this six inch kindle fire is my favorite tabletand i own seven kindle fires and many other brands including samsung lg and apple the size is larger than an iphoneplus but smaller than anytablet and fits in an adults palms comfortablyyes you can hold this with one hand and type with another just like you would with a smartphone the screen is excellent with a higher resolution than the current regular line of seven inch tablets by amazon except the hdx series the display has over a million pixelsppixand is considered hd i find the videos and pictures very clear and does not bother my eyes even with prolonged use at a time the speed is above average relative to other tablets not as fast as apples but then this is a fraction of the cost all my favorite apps including netflix and youtube works very well had to simply download from amazon apps for free the battery life is about six hours straight streaming video the sound is not the loudest but audible enough for me indoors the camera is very decent and can take from both front and back the fitfinish is excellent and when i weighed this on a scale it read atounces at this current price of under a hundred dollars there is simply no match and this fits in my jacket pockets comfortably,positive
302,needed something small besides ipad air and this cute little sturdy machine does the job really nicely very good picture resolution and colors reasonably fast movies look great onemail works very well basically a fantastic tablet for the truly fantastic low price the only negatives it does feel a bit heavy for its size but you get used to it in no time and some silk web browser issues navigation sometimes tricky because of smaller buttons flickering sites or embedded video sometimes wouldnt open all very minor issues compared to all it does super well love it get it,positive
303,i was skeptical in getting a tablet just because i didnt think i needed another gadget but i am really glad i didthis fire has a camera so i can skype with my friends my laptop doesnt have onealso this will be perfect for vacationsi have already addedbooks and will only have to carry this small tableti got pink and its a really pretty pinkvery pleased,positive
304,this is the perfect sizei got the g with special offerswish they had a memory slot which is why i went with the g i was concerned that the special offers would be intrusive and looked at all the info out there on ways to disable it just in case well all my concerns on the special offers were overblown the only time i really see it is when i open my fire and slide it out of the way a few times it did catch my attention the other place it shows up is amazon apps i think other than the screensaver you dont see any adsfinally i joined the dark side amazon ecosystem now i can use my amazon prime video amazon you should fix your prime video apps as all my devices including computer and tv it doesnt work this is the only way i can watch prime at all all those other devices you have to jump thru hoops to sign up click on links pretty much irritating procedures and aftermins you still cant watch prime well now i can on my amazon fire hd now i browse the prime video library and download it so i can watch it when i dont have wifithe fire hdis the perfect size for me larger than phones smaller than my other tablets about the size of a pocket book now all i need is a hdmi adapter for this to watch prime on my tvbtw the new fire is out and more features if you dont mind it in ainch version it has has a sd slot for increased storage and less than half the price i paid for this had this come out when i decided to buy i would not buy at all until they came out with ainch with sd slot other than mine not having a sd slot im pretty happy with it especially since i can finally watch prime videos,negative
305,its a good tablet but i didnt want a tableti wanted a kindle ereader with text to speech ability like ive always had on my beloved kindlesince the new kindle ereaders dont have text to speech i had to get the fireas a ereader it is not nearly as good as the old kindlethe screen glares makes it impossible to read outside and makes my eyes hurt after a few hoursalso books and collections are harder to get toif amazon would bring back the kindle ereader with text to speech i would definitely get one and only use the fire as a tabletvery frustrating,neutral
306,pros good for reading your kindle library great experience shopping on amazon videos look crisp and play quality is great cons ads on lock screen silk browser is slow not as many apps available as android and ipad battery doesnt last as long as i expectedi bought the fire hdon amazon prime day i was looking for a small tablet to use for reading and surfing the web i do not use a ton of apps on my smartphone and i am not a mobile game person so i cant speak too much to those features its easy to set up you basically open the box turn it on and its easy to walk through from there i enjoy it for reading my kindle library and watching videos i really dislike the silk browser and would prefer to use chrome but i dont think it is compatible silk browser is slow and clunky the fire is pretty small but i was not looking for a huge screen it can get heavy to hold after a while and gets warm to the touch if you are watching videos for a while the battery did run out faster than i expected but i have not yet set up any power management settingsoverall it does what i wanted and i am happy with my purchase,neutral
307,let me start by saying this was purchased as an emergency replacement of an awesome kindlewe have had for a little overyears droppedtoo many times screen explodedduring the time weve had theour youngest child who is autistic had made it his own and carries it around everywhere like a teenager with a smartphone until the battery dies at which time he usually calmly hands it over to get rechargedwhile he was taking a nap one of his siblings dropped it and when he awokeunless you have a young autistic child you wouldnt understand the unstopable display of unhappinessobviously having children we use the free time appthrough a bit of research i finally found out that it doesnt work the same way it did on theall the apps loaded onto a childs profile kept disappearing whenever you leave the profile until the parental controls are enabled even though everything in the parental controls are turned off read about turning off educational settingsnow even though that part is fixed there are a handful of books that keep reappearing even though i keep doing the remove from carouseland since it gets used until the battery dies when it is recharged the child profile is empty until you exit and then when you return it is full of little gray squares it takes aboutminutes of playing with it before the gray squares finally become tiles for the appsand as a side note thewas purchased without special offers but thewas only available with special offersi wish it wasnt an emergency special offers are more annoying than they say they will be,neutral
308,well its a kindle so of course its greatthis is my fourth kindle so how this compares to others will be included in my reviewmy regularkindle not hd nd generation has been greati wouldnt have purchased a new one at all since i have been so satisfied with it but i dropped it outside on a pebble laden driveway and the screen crackedsadnessi was glad to be able to pick a different color other than black and have been pleased and disappointed with a couple of differences in this one over my lastwhile it is touted as hd so far i cant tell any difference in definition but perhaps within some apps that mattersi just havent discovered that yetim sure theres a benefit to hd that i will discover later such as streaming videoboth my devices have ads which arent a painthe unit is usually cheaper if you get the one with ads or offers as they describe itthe offers always show up on the locktimeout screen and anytime ive been interested in the offer it goes away once i password back inno idea where the offer goes but i never go searching around online for itthats the only time ive ever received an offerad so it isnt a pain for mei love the camera and microphone which is new to me with kindlethe screen even at only one inch smaller my previous wasand this iswill work but seems considerably smaller than myi upgraded to the gb data for onlymore and that will be greatmy previous one had so much on it that i had to use cloud storage and load and unload apps constantlythat isnt good for some apps because you lose your progress on games or your saved locations on gps apps etcoverall this is a much more robust device with twice the memory and all the great things you can do with it besides readingone last awesome feature is that you get free unlimited cloud storage so you can offload your pictures apps books music etc and load them back when you need them so you get to save tons of space on your device,positive
309,i received my new kindlethe other dayshipping wasday deliveryive had a kindle hdforyears but it has started to freeze up even after resetting it so i thought it was time to look for another small tabletthis one is perfect for my needsfits right into my hand and pursethe camera is handy to have for quick picturesi bought the moko slim folding cover case for it which works very wellit wakes the kindle up and when you close it puts it to sleepso if you are looking for a nice little tablet for a good price this is the one to pick,positive
310,best tablet deali own an ipad minibut wanted something smaller to carry in the cargo pants pocket sometimesipad minifits inside a cargo pants pocket but not completely the velcro lid cannot closeis the perfect size for the pocketnow the screen resolution cannot match that of ipad mini but the color is very contrasty and goodconsidering the price black friday deal this has to be the best tablet dealandroid os has improved a lot and its pretty close to the apples user friendlinessvery portable and inexpensive,positive
311,takesminutes to connect to any wifi signal other devices are using the same signal and having no problem but this fire takes foreverminutes was clocked three times in a row it took that long to verify my acceptance of the terms then anotehrrminutes to download one book with amazons customer service right up there on par with dell im not optimistic,neutral
312,before i go on i should point out that the unit i used was a refurbished specimen purchased from amazonthe device seems pretty well made there was a bit of adhesive for the screen at the bezel but beyond that the unit was sound it is much heavier and thicker than i would expectthough the screen is pretty small at this dimension it is clear and sharp whether it be reading an ebook or watching videos it can be quite bright brightness varies a lot from the reading vs video app the video from amazon was dim and i needed to dial up the brightness considerablythe interface is much more androidy than the kindle i had a few years ago and i think this is generally a good thing the other androidy thing is that it is relatively easy to load the play store on the kindle and those apps that i use from device to device worked well for me like outlook the native amazon apps have improved as well with an acceptable mail client and a calendar that was ok though i had to specify device settings on the google calendar remote device management page otg cable function worked just finereally the big deal breaker for me is the battery life which was abysmal using mixed reading and video i might have gottenhours out of the device which makes it very limited in use for longer trips and this was in airplane mode on and the screen brightness reduced as much as tolerable whether this is a realistic trade off for the low price is up to the user i suppose but finding the device less useful than a gennexusboth in speed and battery life gives me little reason to keep the device either as an e reader or media consumption device the kindle and amazon video apps on these other devices make the proprietary importance of having a marginally useful tablet questionable for me it is worth having longer battery life and a faster processor at a higher price,positive
313,i like it i really do but i also hate it the constant ads pulling up on my lock screen are ridiculous as others have mentioned also i think all the extra ads slow it down im not sure but mine is not fast at all and the touch screen doesnt always feel my touch if that makes sensei am definitely upset i dont have the option to return it i had high hopes for this,negative
314,this was my defacto smartphone replacement for many years as i resisted getting a new phone was able to do all i wanted and more with this product it made it through a trip to the grand canyon in my pocket and recorded a lot of great photos and video i used it for internet surfing other times the wireless works very well,positive
315,got my hdfrom woot an amazon company as a refurb it came with all the accessories and worked perfectly out of the box to be honest the screen was smaller than i expected but i dont see that as a negative just unexpected ive owned a nd gen fire its usb powersync connector didnt last after less than a year the unit could no longer be charged the hdseems to have corrected that problem overall build quality of the hdis also better than the earlier version picture quality is also better as is touch sensitivity and responsiveness it only hasgb storage but i knew that going in so its not an issue ive owned othergb android devices and understand about app and data management so again its not an issuemy primary use is as a book reader and video playback device it servers both purposes very well in fact i also own an lg gpadlte and video performance on the hdand i enjoy my hdover it with the dolby digital plus it has crisp clear highs and deep resonant bass making audio playback a please to experience whether im listing to classical music pop music music and audio on movies or tv showsi installed the google play store app you jump through a few hoops to do that and now have access to everything from that venue as well i dont play games on my mobile devices so i cant speak to that feature but everything else i want to do with an android tablet is done well on the hd i also own an ipadand iphone plus im not comparing the hdto those devices because i never compare android to ios devices the price and function rage between the two platforms are too different to say one is better than the other however when compared to other android devices ive ownedothers including my lg ill say this quickly became my favorite i like the user interface better than the other android incarnations because its more intuitive and again the fit and finish is up there with units costing many times moreif there is a negative it would be the lack of an external storage slot i would have liked the ability to dump music or video to aorgb memory card to make my media portable but i rarely take my hdaway from the house as such its not a game changer besides i have a plex media server at home so when im not away i can stream my entire media library to my tablet and playback is flawless we cut the cable cable tv that is almost a year ago instead we have netflix hulu crunchyroll dramafever and viki accounts combined with our roku player and plex weve never looked backallinall i have to give twothumbsup for the hdwith good battery life audio and video and the ability to handle everything ive thrown at it i would recommend the hdto anyone looking for a wellbuilt and functional android tablet,neutral
316,i really like my kindle fire hdthe smaller size makes it a little easier to handle than ainch tabletthe screen is nice and bright and it holds a charge welli bought the citron version and it is really pretty,positive
317,bought this for myyear old instead of the new kids edition because it had more options with add on memoryi went with ayear warranty and a heavy duty case just in case and it was still cheaperyou can still set parental controls and add different usersthe free time is awesome and for a few dollars more you can extend it every yearthe sound is awesome and thescreen is the perfect sizemaybe the next generation of the kids edition may be better i went off of reviewsi hope this helpspsshe spends hours on it,positive
318,i have the original kindle fire and i expected this one to work the same way and it didnti have had a terrible time trying to figure out the simplest things such as sending a book to the cloud etcthe charge isnt greaton the plus side the screen is easy to read and it is very light and fits in my handbag easilyif i could figure out some of the simple things i would be really happy except for the length of charge,neutral
319,i really do like this little devicei have an ipad air that does all this device can do and much more but the size and somewhat limited capacity is most appealingi traded my originalinch fire for this one and im extremely pleasedfront and rear camera palm size amazons extensive network easily accessible makes this an unbelievable deal forthe limited capacity is most appealing because it doesnt offer me the mountains of distractions of my ipadwhile it does more than i use it for i find it allows me to focus on particular tasks namely reading,negative
320,i bought this kindle for my son for christmas i was hoping that it would keep him busy for hours however that is not the case he really gets bored with it it doesnt have a lot of memory if there is a video or a few picture youre not able to have many games also i dont like how when the memory is full it turns the wiifii off that was very confusing to us at first i hate that it plays ads i think its ridiculous that you have to pay extra to get the ads taken off the kindle i mean ive already purchased it it should have on it what i chose,negative
321,apples apparent intention to force ipad users to use their ibook app as opposed to the kindle app is backfiring on them at least as far as im concernedmaybe its by design maybe its just plain stupidity but i am more than a little tired of those idiots continually trying to fix what aint brokeat first the kindle app worked beautifullyid just touch on the app and would take me directly to the book i was readingbut must have been too user friendly because with each enhancementimprovement of their operating system the kindle app has become more and more unwieldythank god amazon has the good sense to leave well enough aloneamazons kindle app works just fine thank you and they dont keep trying toimprove itthere are now almost as many apps for the fire as there are for the ipad making the kindle fire an excellent alternativethe price difference is pretty substantial as well in the kindles favorthe only problem ive had is the slot for the mini usb cableit wore out to the point that im unable to power up my old kindle oh well live and learnmy work around for this problem is that i simply dont remove the power cable at that endi leave the power cable connected to the kindle and i disconnect the cable from the usb endits a little awkward reading from the kindle with the power cord just dangling but thats lifei highly recommend the kindle fireill take it over the ipad any day,neutral
322,bought this on black friday last year and its been one of my favorite tech gadgets i use overdrive to check out books from the library do most of my social media on it and play lots of free games plenty of storage for what i need and the battery life is great this was my first tablet and it hooked me i have an ipad airthat i use for work but i really like the size of the fire for reading and games,neutral
323,first the upsidenice tablet with a truly crystal clear display comfortable size to hold and its very pocket friendlythe display was extremely glossy so you might want to consider an antiglare free screen protectornow the down sidethe fire hdseems designed for the person that lives in the cloudunless you have easy and free access to the internet it falls short on usabilityin my opinioni bought it for use on vacations and trips but without access to the outside world it seems to have very limited use because youre stuck with less thangb total of onboard storage and that includes the os and the applicationsthere is no microsd slot you cant expand the memory and it doesnt support usb otg so you cant even plug in an external thumb drivethis was clearly designed for the user that does everything in the cloud whether it be from amazon or the other guysout of the box it had abattery charge which quickly dropped toduring the two hours i had it turned oni thought i was not using any battery hog application so i cant explain the quick dischargebutif you live in the cloud and can keep the battery chargednice little unit,positive
324,the color citron is more yellow than it appears in the photo which is a good thing to me the screen is large the device full of great features kindle books email facebook youtube calendar contact syncing capabilities free time for kids and so much more and it is very easy to figure out and use i really appreciate the ability to open multiple windows on the browser shop online and still read my favorite books on the go this is an awesome device for a great price,positive
325,i was unsure about this product when i first got i could not think of a reason to get it until i needed a phone and this was supposed to have a free texting app which i have not been able to get it to work yet and down loaded books for school however it is like a mini computer and i tend to go to that before my computer i love it i can watch tv apps download free books listen to pandora and of course games this was a birthday present to myself and i love it,positive
326,a solid product and a very adequate tablet for making use of streaming though the lack of a youtube app on the amazon app store is infuriating some light web browsing and of course a perfect size for reading thought ideally would be a little lighter its a brick but a functional one that i cant complain about given the price and it has served me very well i have been reading a lot more ever since i got this,neutral
327,i purchased this with the special offersi have since paid to have the special offers removedthey showed up on everything that i did on the tablet and my grandchildren kept selecting things that popped up so it was difficult to keep them going on anythingit is much better now that the special offers have been removed,neutral
328,this is not as durable as advertised in the commercial in which a lady leaves the kindle on the roof of her car and as she pulls out of the drive way she has to make a sudden stop and the kindle slides from the car crashes on to the ground and a nice young man picks it up and hands to the lady with nosignificant damage this is complete false advertising i just bought a kindle that is supposed to provide that same durabilityi bought this for my five year old thinking with the promise of increased durability it would handle a few dropsjust today my son did just that from about a foot off the groundby far not as high as shown in the commercial the screen shatteredwhen i called amazon expecting a replacement base on the claim of durability i was told since i did not not purchased a extended warranty that it would not be replacedi feel completely cheatedthe kindle is less then two weeks old if you are considering buying this for a youngchild i would not recommend it,neutral
329,i had the first kindle fire when it came out i loved it this new kindle fire hdbothers me because its so small the graphics arent that great and the memory thing is a huge issue for me i understand the kindle only cost mebut i mean cmon is it not for downloading and reading books with all the preloaded things i downloaded one book and was out of space for apps thats ridiculous thats why i givestars,negative
330,the devices parental controls are intentionally crippled in order to steer parents into an effectively requiredmonth subscription on top of your current prime subscriptionwhile you can use the builtin kindle parental controls and amazon video playback controls there are a number of issues with this locked videos are still visible in the video lists kids can still watch trailers for locked videos seriously amazon wft locked areas of kindle are still on the top menu simply grayed out how is this helpful to anyonethe only solution is to enable amazon freetime without the subscriptionand heres where the entire experience becomes a blatant money grab you cannot add any amazon prime videos to the childs content list unless you purchase themthats right none of the content youre already paying for with your prime subscription can be used you have to additionally purchase this free content for your child to watch itit gets worseby default this kindle has sponsored ads on the lock screen the ads while possibly not adult are certainly not age appropriateyour only option is to pay an additionalto remove themso to sum up you either have a completely empty device or one with all the same kid unfriendly issues as the amazon app on other tablets or you payplus an additional subscription simply to access content youve already paid forthe real cost of this kindle for parents isbased on the currentadvertised pricemonth subscription on top of maintaining your existing prime subscriptionuse this when price shopping against other devices for your kids,negative
331,got this for my sonwe had two older kindle fire hd units purchased ini believei love the new operating system upgradesuser profiles parental controls etcthe thing runs well the size is good for small hands as is the light weightthe price is amazingthe only real weak point is the batteryonly lasts a couple hours with constant useour oldfire hds generationi think though noticeably heavier have much better battery lifeperformanceif the battery duration was better i would give astar review,positive
332,i like this new kindle fire hdinchit is smaller than the kindle fire hdinch and it is perfect for my book bag when i take it to work to readalso loading some apps on there is faster than the previous generation kindle fire hdinchi also like the help feature as well and if your kindle is connected to the wifi then if you have a problem you can locate customer service from the kindle on its help page under the settings page on the kindlei really like this kindlethanks amazon,positive
333,the firehd tablet has a number of very positive things going for itthe display is very very sharp the response speed to open apps browse etc is quite fast and the feel and appearance are of a more expensive tabletit is more portable than a larger tablet yet it does everything a larger tablet can do,neutral
334,amazon fire hd i dare say this model is an actual upgrade to the current bigger fire hdand hdforget that it is an earlier model than themit has a better screen clarity and is just as fast and snappy perhaps even more so than the current fire hdandtabletslet me first say that i am a long time amazonian and love amazon productsmy family own two fire phones fire hdtwo kindle fire hds and a fire tvi also purchased two fire tablets for my nephews who really do enjoy them to the fullest extenti have reviewed the fire tablets on the respective pagethe screen clarity is the best that amazon offers in terms of affordabilitythe screen has appi and it looks greatit so does make a difference when reading books and viewing videosfor health reasons with easier reading and watching videos no screen should ever be belowppi on a phone or a tabletthe screens are just too small for a lower ppiamazon knows thisthats why there kindle paperwhite has appibut for the price point and itsscreen size you will appreciate theppi and its overnit brightness for its screen clarity and qualityagain this makes it nearly perfect for reading and videoseverything else it allows access to in the amazon eco system is what makes this tablet worth every pennythere is no micro sd card slotapps still require to download to your tablet think your pcs c drive and not completely to your sd cardive never cared for sd cards in phones or tabletsgo with the bigger gb option and you should have about gb available for usageif you have prime youve got unlimited photo storage and quite a bit of gb storage for videosthe sd card option just seems like a misunderstood option thats not as necessary as you might think it will begranted if you want to move files to and from your pc an sd card is an easier way to go but thats about itthe amazon ecosystem is where it is atyou have access to all of amazons prime features such movies tv and musicyoull play all your videos in p to maximize the screen quality as that is your screens limitthe amazon underground appstorethere is simply nothing quite like itthere are actual paid apps that arefree that will cost you high dollars in both the google playstore and apples appstorei feel that amazon has taken the best and smartest route with this new appstore experiencedevelopers seem to be jumping onboard everyday and i think that soon google and apple will need to worrygranted amazon will probably never have the google apps but im betting they will have everything else rather quicklythe tablet itself is sound and good qualityyou do get more for what you pay fori would hope for in the future that this fire hdtablet would still be produced as its screen and size is perfect for readingalbeit maybe thinning it out a bit to reduce weighti doubt it will ever be in the the ppi range for cost sake at producing a x screen on it but that would be great hint hint amazonthe fire hd tablets should get a x screen and that would be a significant upgrade and really make there screens popwere talkingmaybein increase for there current screensbattery life is quite exceptionalits rated for hrs of mixed battery usagethat is accurate if you are using it all dayhowever if you are reading watching a show or movie playing apps occasionally throughout your day you will actually get by with a full days chargethe battery charges very fastin underhours with the w charger that amazon sellsotherwise the w charger can charge it in about hrsto better listen to the audio output i recommended picking up a pair of headphones like the ones that amazon sells for its fire lineupthey are great quality and lastheadphones are really recommended for any tablet and even intense mobile gamesthe fire hdhas a mono dolby audio speaker so yeayoull need headphones for the best experienceit has bgn wifi capabilityit does not have ac technology but honestly downloading books apps and videos youre not really going to notice the difference too much with your wifi download speedsits a meh but an acceptable meh for this productoverall an outstanding product,positive
335,cute small ereader fits in my purse perfectlyive had a nook for the pastyears and i wanted to switch to kindle kind if regretting that choiceits not able to be customized with wallpapers or moving iconsand the ads on the lock screen aggravate mebut at this point im locked inhopefully they will update the software to allow it to be more my tablet and less restricted,neutral
336,and you should not expect it to be that said i bought my kindle fire hdon clearance for an unbelievable price of onlyi wanted a second smaller device to keep around to read my kindle books on at work i got thegig as it was the only one the store was deeply discounting i would gave preferred thegig version i also got the special offers ifor one like them i have already gotten two really book book suggestions and one movie suggestion frankly i do not understand what all the fuss is about over the ads they are on the home screen for what amounts to a few seconds if you hate them that much just pay the fee to remove them the resolution is not as good as my ipad minii did not expect it would be as i paidfor my minivsfor the fireit is still very good though this fire hdwill mainly be used for reading books listening to my audible books and looking for new books on amazon what it will not be used for is facebook candy crushor other games twitter skype or used as a camera as long as you keep in mind the phrase it is what it is you cant go wrongyou really need to know just what this tablet can and cant do you also need to define just what your needs are and how best to meet them i think too many people think they are going to spendand walk away with an ipad quality tablet you wont what you will get is a lot of bang for the buck if possible go to an electronics store and compare the kindle fire hdto an ipad mini or any other tablet you might be considering and see whichtablet will best suit your needs and go from there,neutral
337,so far the device is perfect for my purposesscreen is great and i cant find may faultsis that i cant run my nook app on this thing i really enjoyboth and amazon blocking it seems pettythe other is that the blue shade app isnt on this device i was really looking forwrd to trying that and its a serious disappointmentwhen is it coming to this thing,neutral
338,i should prefix this by saying that no member of my family kids included engage in any kind of social media activitywith that said we bought a tablet and generally all we do with it is stream music and my kids watch some videos once in a blue moon and for our application this is perfectthe bluetooth works very well i dont know what the range is because it sits right next to the stereomy only complaint if there is a complaint to be had is that the battery life leaves a little bit to be desiredfor our purposes this is the best option we are not computer tech people so this was very easy and intuitiveill admit that some of the settings are difficult to locate but by using the search feature we have found what we needed in the settings with easeby way of comparison my brother bought thetablet vs this one and well i would say this is worth the extra money well worth the extra moneywe found after trying out theamazon tablet that it leaves more than a little bit to be desired,neutral
339,i love the size of the fire but i am finding that the charge runs out quickly the charge will go fromtojust from reading a book for an hour not sure if it is a defective item or if i need to do something to conserve the battery life if this is normal for these tablets then that seems to take the portability aspect out of the equation if it needs to be plugged in continuously otherwise i am happy with the product,positive
